Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Gross Price,Discount
5/31/24 7:58 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,3.00,0.00
5/31/24 7:58 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,3.00,0.00
5/31/24 7:58 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,4.75,0.00
5/31/24 7:58 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 7:58 AM,Nutella cornetto,,Cornetti/Bombolone,FOOD,6.96,2.0,false,6.96,0.00
5/31/24 7:58 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
5/31/24 7:58 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,3.02,0.00
5/31/24 7:58 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,3.02,0.00
5/31/24 7:58 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,3.02,0.00
5/31/24 8:01 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,7.50,2.0,false,7.50,0.00
5/31/24 8:04 AM,Cappuccino,,Espresso Bar,BEVERAGES,0.00,1.0,false,4.25,0.00
5/31/24 8:06 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:06 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:06 AM,Frittata,,Colazione - Breakfast,FOOD,8.35,1.0,false,8.35,0.00
5/31/24 8:06 AM,Frittata,,Colazione - Breakfast,FOOD,8.35,1.0,false,8.35,0.00
5/31/24 8:07 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:07 AM,Americano,,Espresso Bar,BEVERAGES,4.50,1.0,false,4.50,0.00
5/31/24 8:08 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,3.02,0.00
5/31/24 8:08 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,3.50,1.0,false,3.50,0.00
5/31/24 8:11 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,45.09,12.0,false,50.09,5.00
5/31/24 8:13 AM,Americano,,Espresso Bar,BEVERAGES,4.50,1.0,false,4.50,0.00
5/31/24 8:13 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,4.75,0.00
5/31/24 8:13 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:13 AM,Piadina Ham & Cheese,,Panini,FOOD,6.96,1.0,false,6.96,0.00
5/31/24 8:13 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,3.00,0.00
5/31/24 8:13 AM,RIGOLETTO,,Panini,FOOD,9.28,1.0,false,9.28,0.00
5/31/24 8:01 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,7.50,2.0,false,7.50,0.00
5/31/24 8:15 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,8.35,2.0,false,8.35,0.00
5/31/24 8:15 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,7.89,2.0,false,7.89,0.00
5/31/24 7:58 AM,Cappuccino,,Espresso Bar,BEVERAGES,8.50,2.0,false,8.50,0.00
5/31/24 7:58 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
5/31/24 8:07 AM,Pistacchio cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
5/31/24 8:19 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,5.00,1.0,false,5.00,0.00
5/31/24 8:19 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
5/31/24 8:19 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
5/31/24 8:24 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
5/31/24 8:13 AM,Piadina Crudo,,Colazione - Breakfast,FOOD,8.35,1.0,false,8.35,0.00
5/31/24 8:13 AM,cornetto salato and greens,,Colazione - Breakfast,FOOD,8.35,1.0,false,8.35,0.00
5/31/24 8:24 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,3.50,1.0,false,3.50,0.00
5/31/24 8:24 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,3.02,0.00
5/31/24 8:06 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:13 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
5/31/24 8:33 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:33 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:33 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
5/31/24 8:34 AM,Cappuccino,,Espresso Bar,BEVERAGES,0.00,1.0,false,4.25,0.00
5/31/24 8:34 AM,Cappuccino,,Espresso Bar,BEVERAGES,0.00,1.0,false,4.25,0.00
5/31/24 8:34 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,0.00,1.0,false,3.00,0.00
5/31/24 8:34 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,0.00,1.0,false,3.94,0.00
5/31/24 8:34 AM,Plain Bombolone,,Cornetti/Bombolone,FOOD,0.00,1.0,false,3.24,0.00
5/31/24 8:01 AM,Ham and Cheese,,Cornetti/Bombolone,FOOD,6.50,1.0,false,6.50,0.00
5/31/24 8:01 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
5/31/24 8:01 AM,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.50,1.0,false,6.50,0.00
5/31/24 8:01 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
5/31/24 8:01 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,6.00,1.0,false,6.00,0.00
5/31/24 8:33 AM,Pistacchio cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
5/31/24 8:33 AM,Apricot\strawberry cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
5/31/24 8:33 AM,NESSUN DORMA,,Panini,FOOD,11.13,1.0,false,11.13,0.00
